id,spotify_id,name,musicbrainz_id,aliases
cef9d2a6-60cb-47bd-be83-989d3068474a,6a8cUmqOsXmjzq1aWKiVpH,이센스,not_found,[]
4e81ab07-07b4-4b93-a909-a5ba3c5a58cc,2xH4dYFMVhdOGIhgIWonbc,도넛맨,not_found,[]
3ea4f75b-664b-43e4-8859-acb86c338ba2,4meeMnr8eLacsB31ApsXZS,허클베리 피,not_found,[]
9826b2c0-f5a4-4104-8836-5bc96563cdcc,7IrDIIq3j04exsiF3Z7CPg,빈지노,not_found,[]
b7609101-c490-469d-9c79-30fbed76fcd4,4w7y9BkDnf9hhjzQH6Br41,비지,not_found,[]
dfaceb7b-64cb-4a33-b121-cb4788316739,29HqjVbJr3vsc2l6BTI4eB,그루비룸,not_found,[]
cc50113d-08f1-4a86-a901-3c00b2378eb8,1xXaHVbA0zzgfAa55XU8aZ,랍티미스트,not_found,[]
c6af3a5a-9244-4536-915e-8cb530e764e0,5Egus6b1x9pYOnqsG7y1f4,그리즐리,not_found,[]
ee8919b8-9a8b-41ba-85fa-3cfc41b5de53,1aoo4BsnCKdH4feovaFNcF,찰리빈웍스,not_found,[]
ea0b1155-1a58-487f-9a46-555275485ad6,7l9DszIMmxbcc24RJwqJY8,재지팩트,not_found,[]
a972d85e-47dc-4934-9e93-b6ac9112a061,6rpDUqd40qJLS0M3H9qub7,이슬림탄탄,not_found,[]
89b8852a-0f62-45d3-9c46-5d1652977bff,7pc2u2h21VXGmI6oiQcRuI,남궁만,not_found,[]
9f0eb793-a085-4f67-b7d3-1595ea479ad0,6F5tPDq3TIduDv2ki6O1Oq,스윙스,not_found,[]
5797566c-2989-4022-adc7-1baba0a242f4,5XdnR0kqQUWzeTDdsJNulO,오케이션,not_found,[]
9168a872-312f-498a-8aba-7d44f75893e3,3PpfvyyncoZ79IgYe0Uls0,호미들,not_found,[]
5345d124-9c84-4b30-965b-e71a7d85914c,0ghlgldX5Dd6720Q3qFyQB,투모로우바이투게더,not_found,[]
257e8cad-8114-499c-adeb-42f771a2306f,5xHC23kCM6goKp7bDDXE3T,비프리,not_found,[]
1b48c61a-8c27-49e7-a2fa-2ba9a58e17f7,4E7PyG6Vo26X1I9qURf45z,딥플로우,not_found,[]
6def3a62-0daf-4435-9564-0fe57873a24b,3TLffOgVLta1P3b7mQypvt,키비,not_found,[]
0bf6802f-4d99-43f9-9ba0-d5671845a5a0,32mluwkanSuuM3hm3d3Fh5,캔트비블루,not_found,[]
4ea9abf0-d2b0-47ab-a907-1857227b61b7,1SsVqqC31h54Hg08g7uQhM,양홍원,not_found,[]
b6c52855-f197-4fb8-b69d-d489d267065d,1dOMFM5wDNsENQQW0nl0K8,어반자카파,not_found,[]
750e6573-e30d-4de6-9ec6-114e53bc480b,2EFJSNZzGSfLXMfAaxbK2A,울랄라세션,not_found,[]
43e2413f-8002-40c4-9b4f-14aabdca0687,2IEHO7wbuUKxOVkMKaT5KB,김현창,not_found,[]
4a698366-6cc0-49fb-90da-9cad290a61de,3vhZuZdMksbnJwoE3AwpXq,범키,not_found,[]
83bddd06-28ef-4c0b-a8b3-39e1560c2733,2bWTIIQP9zaVc55RaMGu7e,서리,not_found,[]
62183046-83c4-4ca9-9ad5-836f5cdf3f07,64k5e9kV9MdukXjFrR5R37,제시,not_found,[]
f18212d0-2c26-4b02-9ced-20cfb38b27b6,0z3PGGdWzTBZB8aYcp0gSx,영슈러,not_found,[]
b3574d23-bb46-4ba7-aec1-452a2dd0b2aa,1MAUqH0haKBYbjpknTfreY,페노메코,not_found,[]
9bd2a648-dcaa-4187-a74b-74794ecbc439,2krUNMgFZYm5s4Nn0g91W9,김하온,not_found,[]
13a8a190-57c3-4a69-9f7c-cbd935a55e49,2e4G04F77jxVuDYo44TCSm,로꼬,not_found,[]
d2907f19-72c9-475b-8535-700dcd9f473e,4F0KZ0SXe4z5xrgX6TXAPy,노윤하,not_found,[]
1e881a99-f869-4fae-8ab4-829e7eaf669f,4T6xiCykTP9rCNaEPU7D4q,빈첸,not_found,[]
11d5c15c-9912-4bdb-b589-35a83bcfa4e2,5TFyn81eoBFYh9sjhg4gfL,마이노스,not_found,[]
af769cb7-af17-43ac-8b99-e53cbf22d8cd,25wMXkplvEHJpJHX8A6Ved,릴보이,not_found,[]
c01901e3-5540-49b3-b701-4d45d59c1344,5bBvXMwNu88fxzf47RErB3,펜토,not_found,[]
e95aad19-6e84-405b-a820-f5a0da3c0f9c,5enwJ9yOnKlCP91ov4Dqhv,펀치넬로,not_found,[]
39f8ca4f-2ffc-481d-a0ac-7db5de9bf960,57W9ikVc6O2wLDtmclSjvN,사이먼 도미닉,not_found,[]
83cc4127-241a-4e60-b717-888cc415db45,5o615XColiSVMPDWlslKSk,원슈타인,not_found,[]
ec4b0864-fb0b-4a0a-b9f4-885ed1ed33ae,70DqoppP3xK7LgtYiccxfZ,제이통,not_found,[]
458a4ac9-ce96-436c-8355-2780cd0d6c74,0IznZPMUyaPGdqfP4oqBja,쿠기,not_found,[]
fb94f75f-db15-487c-8e37-2d7e06587bc2,6i47wcSLvsZ9M01UO7zsua,지구인,not_found,[]
545ad1a5-2cec-4d11-9230-5613d9c61213,4WnO2VmlwdTX77ANsThWLQ,코드 쿤스트,not_found,[]
0c495d74-582f-4b28-b778-9986308cffab,4XpUIb8uuNlIWVKmgKZXC0,지코,not_found,[]
8659629f-42b3-46d5-8066-1559f749e06d,4eAQYYrpDuYXiswOkJC9rA,하선호,not_found,[]
263d078a-45ca-4122-97b2-dbf8ed61b326,5DRgmwlZtxrLEs3zxDgSxi,오담률,not_found,[]
24116e59-0d0d-4434-87a5-c4adc34e288a,0m5ETFICJLAg6ageqa9FgZ,행주,not_found,[]
c35e3dce-f54a-4597-9f64-cc5169f9fd2c,10jo9gGaXEw8lAgB3gK0c1,로한,not_found,[]
10f0cf4d-c22d-4412-83a1-0a36c3f7b67b,36MQil20hjOpG5f52NQ4du,문수진,not_found,[]
d28ae032-dcb3-4a18-85e1-420b0c2d345f,6eiX7TuXjZBlrqm14DDYKG,제이에이,not_found,[]
